,Company_Name,Weight
0,"AVID TECHNOLOGY, INC.",0.15481
1,MICROSTRATEGY INC,0.01631
2,"2U, INC.",0.2
3,AWARE INC /MA/,0.2
4,TABLEAU SOFTWARE INC,0.2
5,"MEDICAL TRANSCRIPTION BILLING, CORP",0.02887
6,SMITH MICRO SOFTWARE INC,0.2
