,Company_Name,Weight
0,FLUSHING FINANCIAL CORP,0.18789
1,HEARTLAND FINANCIAL USA INC,0.03035
2,FIRST FINANCIAL CORP /IN/,0.0699
3,SUMMIT FINANCIAL GROUP INC,0.09504
4,SOUTHWEST GEORGIA FINANCIAL CORP,0.2
5,GUARANTY FEDERAL BANCSHARES INC,0.2
6,"RELIANT BANCORP, INC.",0.01681
7,"BANKWELL FINANCIAL GROUP, INC.",0.2
