,Company_Name,Weight
0,FIVE PRIME THERAPEUTICS INC,0.01782
1,JOHNSON & JOHNSON,0.18756
2,"PACIRA PHARMACEUTICALS, INC.",0.01883
3,PFIZER INC,0.2
4,"HERON THERAPEUTICS, INC. /DE/",0.00906
5,"MERCK & CO., INC.",0.13753
6,PERRIGO CO PLC,0.01497
7,BRISTOL MYERS SQUIBB CO,0.03719
8,BIOMARIN PHARMACEUTICAL INC,0.04572
9,LILLY ELI & CO,0.03562
10,ARQULE INC,0.00068
11,BIOSPECIFICS TECHNOLOGIES CORP,0.07394
12,XENCOR INC,0.02108
13,ZOETIS INC.,0.2
