,Company_Name,Weight
0,MAJESCO,0.01906
1,"NUANCE COMMUNICATIONS, INC.",0.08608
2,AWARE INC /MA/,0.2
3,MICROSTRATEGY INC,0.0216
4,QUMU CORP,0.05153
5,ROSETTA STONE INC,0.01647
6,COMMVAULT SYSTEMS INC,0.07381
7,"ENDURANCE INTERNATIONAL GROUP HOLDINGS, INC.",0.02554
8,"QUALYS, INC.",0.06668
9,LIVEPERSON INC,0.01519
10,"ZEDGE, INC.",0.01792
11,"AVID TECHNOLOGY, INC.",0.00129
12,"BLACK KNIGHT, INC.",0.2
13,"ACI WORLDWIDE, INC.",0.11314
14,ORACLE CORP,0.0917
