Company_Name,Weight
JOHNSON & JOHNSON,0.18756
BIOSPECIFICS TECHNOLOGIES CORP,0.07394
XENCOR INC,0.02108
"PACIRA PHARMACEUTICALS, INC.",0.01883
"HERON THERAPEUTICS, INC. /DE/",0.00906
ZOETIS INC.,0.2
PERRIGO CO PLC,0.01497
ARQULE INC,0.00068
LILLY ELI & CO,0.03562
BIOMARIN PHARMACEUTICAL INC,0.04572
"MERCK & CO., INC.",0.13753
BRISTOL MYERS SQUIBB CO,0.03719
PFIZER INC,0.2
FIVE PRIME THERAPEUTICS INC,0.01782
