,Company_Name,Weight
0,"Q2 HOLDINGS, INC.",0.0619
1,AWARE INC /MA/,0.02316
2,"INTELLICHECK, INC.",0.00938
3,ANSYS INC,0.1539
4,GSE SYSTEMS INC,0.04031
5,"ALARM.COM HOLDINGS, INC.",0.01069
6,ORACLE CORP,0.16315
7,ULTIMATE SOFTWARE GROUP INC,0.1035
8,"ZEDGE, INC.",0.00391
9,"NUANCE COMMUNICATIONS, INC.",0.05947
10,"BLACK KNIGHT, INC.",0.2
11,REALPAGE INC,0.02937
12,NATIONAL INSTRUMENTS CORP,0.09372
13,"ACI WORLDWIDE, INC.",0.04754
