,Company_Name,Weight
0,ROSETTA STONE INC,0.01647
1,MICROSTRATEGY INC,0.0216
2,"AVID TECHNOLOGY, INC.",0.00129
3,"ENDURANCE INTERNATIONAL GROUP HOLDINGS, INC.",0.02554
4,"ZEDGE, INC.",0.01792
5,ORACLE CORP,0.0917
6,"ACI WORLDWIDE, INC.",0.11314
7,QUMU CORP,0.05153
8,"QUALYS, INC.",0.06668
9,COMMVAULT SYSTEMS INC,0.07381
10,"BLACK KNIGHT, INC.",0.2
11,LIVEPERSON INC,0.01519
12,"NUANCE COMMUNICATIONS, INC.",0.08608
13,AWARE INC /MA/,0.2
14,MAJESCO,0.01906
