Company_Name,Weight
AWARE INC /MA/,0.2
"AVID TECHNOLOGY, INC.",0.00129
"ENDURANCE INTERNATIONAL GROUP HOLDINGS, INC.",0.02554
ROSETTA STONE INC,0.01647
COMMVAULT SYSTEMS INC,0.07381
ORACLE CORP,0.0917
MAJESCO,0.01906
"QUALYS, INC.",0.06668
"BLACK KNIGHT, INC.",0.2
QUMU CORP,0.05153
"NUANCE COMMUNICATIONS, INC.",0.08608
MICROSTRATEGY INC,0.0216
LIVEPERSON INC,0.01519
"ZEDGE, INC.",0.01792
"ACI WORLDWIDE, INC.",0.11314
