Company_Name,Weight
ROSETTA STONE INC,0.01647
MICROSTRATEGY INC,0.0216
"AVID TECHNOLOGY, INC.",0.00129
"ENDURANCE INTERNATIONAL GROUP HOLDINGS, INC.",0.02554
"ZEDGE, INC.",0.01792
ORACLE CORP,0.0917
"ACI WORLDWIDE, INC.",0.11314
QUMU CORP,0.05153
"QUALYS, INC.",0.06668
COMMVAULT SYSTEMS INC,0.07381
"BLACK KNIGHT, INC.",0.2
LIVEPERSON INC,0.01519
"NUANCE COMMUNICATIONS, INC.",0.08608
AWARE INC /MA/,0.2
MAJESCO,0.01906
